"","mol_mrna_M1_TF1","mol_mrna_M1_TF2","mol_mrna_M1_TF3","mol_mrna_M1_TF4","mol_mrna_M1_TF5","mol_mrna_M1_TF6","mol_mrna_M1_TF7","mol_mrna_M1_TF8","mol_mrna_M1_TF9","mol_mrna_M1_TF10","mol_mrna_M1_TF11","mol_mrna_M2_TF1","mol_mrna_M2_TF2","mol_mrna_M2_TF3","mol_mrna_M2_TF4","mol_mrna_M3_TF1","mol_mrna_M3_TF2","mol_mrna_M3_TF3","mol_mrna_M3_TF4","mol_mrna_M3_TF5","mol_mrna_M4_TF1","mol_mrna_M4_TF2","mol_mrna_M5_TF1","mol_mrna_M5_TF2","mol_mrna_M5_TF3","mol_mrna_Target1","mol_mrna_Target2","mol_mrna_Target3","mol_mrna_Target4","mol_mrna_Target5","mol_mrna_Target6","mol_mrna_Target7","mol_mrna_Target8","mol_mrna_Target9","mol_mrna_Target10","mol_mrna_Target11","mol_mrna_Target12","mol_mrna_Target13","mol_mrna_Target14","mol_mrna_Target15","mol_mrna_Target16","mol_mrna_Target17","mol_mrna_Target18","mol_mrna_Target19","mol_mrna_Target20","mol_mrna_Target21","mol_mrna_Target22","mol_mrna_Target23","mol_mrna_Target24","mol_mrna_Target25","mol_mrna_Target26","mol_mrna_Target27","mol_mrna_Target28","mol_mrna_Target29","mol_mrna_Target30","mol_mrna_Target31","mol_mrna_Target32","mol_mrna_Target33","mol_mrna_Target34","mol_mrna_Target35","mol_mrna_Target36","mol_mrna_Target37","mol_mrna_Target38","mol_mrna_Target39","mol_mrna_Target40","mol_mrna_Target41","mol_mrna_Target42","mol_mrna_Target43","mol_mrna_Target44","mol_mrna_Target45","mol_mrna_Target46","mol_mrna_Target47","mol_mrna_Target48","mol_mrna_Target49","mol_mrna_Target50","mol_mrna_Target51","mol_mrna_Target52","mol_mrna_Target53","mol_mrna_Target54","mol_mrna_Target55","mol_mrna_Target56","mol_mrna_Target57","mol_mrna_Target58","mol_mrna_Target59","mol_mrna_Target60","mol_mrna_Target61","mol_mrna_Target62","mol_mrna_Target63","mol_mrna_Target64","mol_mrna_Target65","mol_mrna_Target66","mol_mrna_Target67","mol_mrna_Target68","mol_mrna_Target69","mol_mrna_Target70","mol_mrna_Target71","mol_mrna_Target72","mol_mrna_Target73","mol_mrna_Target74","mol_mrna_Target75","mol_mrna_Target76","mol_mrna_Target77","mol_mrna_Target78","mol_mrna_Target79","mol_mrna_Target80","mol_mrna_Target81","mol_mrna_Target82","mol_mrna_Target83","mol_mrna_Target84","mol_mrna_Target85","mol_mrna_Target86","mol_mrna_Target87","mol_mrna_Target88","mol_mrna_Target89","mol_mrna_Target90","mol_mrna_Target91","mol_mrna_Target92","mol_mrna_Target93","mol_mrna_Target94","mol_mrna_Target95","mol_mrna_Target96","mol_mrna_Target97","mol_mrna_Target98","mol_mrna_Target99","mol_mrna_Target100","mol_mrna_Target101","mol_mrna_Target102","mol_mrna_Target103","mol_mrna_Target104","mol_mrna_Target105","mol_mrna_Target106","mol_mrna_Target107","mol_mrna_Target108","mol_mrna_Target109","mol_mrna_Target110","mol_mrna_Target111","mol_mrna_Target112","mol_mrna_Target113","mol_mrna_Target114","mol_mrna_Target115","mol_mrna_Target116","mol_mrna_Target117","mol_mrna_Target118","mol_mrna_Target119","mol_mrna_Target120","mol_mrna_Target121","mol_mrna_Target122","mol_mrna_Target123","mol_mrna_Target124","mol_mrna_Target125","mol_mrna_Target126","mol_mrna_Target127","mol_mrna_Target128","mol_mrna_Target129","mol_mrna_Target130","mol_mrna_Target131","mol_mrna_Target132","mol_mrna_Target133","mol_mrna_Target134","mol_mrna_Target135","mol_mrna_Target136","mol_mrna_Target137","mol_mrna_Target138","mol_mrna_Target139","mol_mrna_Target140","mol_mrna_Target141","mol_mrna_Target142","mol_mrna_Target143","mol_mrna_Target144","mol_mrna_Target145","mol_mrna_Target146","mol_mrna_Target147","mol_mrna_Target148","mol_mrna_Target149","mol_mrna_Target150","mol_mrna_Target151","mol_mrna_Target152","mol_mrna_Target153","mol_mrna_Target154","mol_mrna_Target155","mol_mrna_Target156","mol_mrna_Target157","mol_mrna_Target158","mol_mrna_Target159","mol_mrna_Target160","mol_mrna_Target161","mol_mrna_Target162","mol_mrna_Target163","mol_mrna_Target164","mol_mrna_Target165","mol_mrna_Target166","mol_mrna_Target167","mol_mrna_Target168","mol_mrna_Target169","mol_mrna_Target170","mol_mrna_Target171","mol_mrna_Target172","mol_mrna_Target173","mol_mrna_Target174","mol_mrna_Target175","mol_mrna_Target176","mol_mrna_Target177","mol_mrna_Target178","mol_mrna_Target179","mol_mrna_Target180","mol_mrna_Target181","mol_mrna_Target182","mol_mrna_Target183","mol_mrna_Target184","mol_mrna_Target185","mol_mrna_Target186","mol_mrna_Target187","mol_mrna_Target188","mol_mrna_Target189","mol_mrna_Target190","mol_mrna_Target191","mol_mrna_Target192","mol_mrna_Target193","mol_mrna_Target194","mol_mrna_Target195","mol_mrna_Target196","mol_mrna_Target197","mol_mrna_Target198","mol_mrna_Target199","mol_mrna_Target200","mol_mrna_Target201","mol_mrna_Target202","mol_mrna_Target203","mol_mrna_Target204","mol_mrna_Target205","mol_mrna_Target206","mol_mrna_Target207","mol_mrna_Target208","mol_mrna_Target209","mol_mrna_Target210","mol_mrna_Target211","mol_mrna_Target212","mol_mrna_Target213","mol_mrna_Target214","mol_mrna_Target215","mol_mrna_Target216","mol_mrna_Target217","mol_mrna_Target218","mol_mrna_Target219","mol_mrna_Target220","mol_mrna_Target221","mol_mrna_Target222","mol_mrna_Target223","mol_mrna_Target224","mol_mrna_Target225","mol_mrna_Target226","mol_mrna_Target227","mol_mrna_Target228","mol_mrna_Target229","mol_mrna_Target230","mol_mrna_Target231","mol_mrna_Target232","mol_mrna_Target233","mol_mrna_Target234","mol_mrna_Target235","mol_mrna_Target236","mol_mrna_Target237","mol_mrna_Target238","mol_mrna_Target239","mol_mrna_Target240","mol_mrna_Target241","mol_mrna_Target242","mol_mrna_Target243","mol_mrna_Target244","mol_mrna_Target245","mol_mrna_Target246","mol_mrna_Target247","mol_mrna_Target248","mol_mrna_Target249","mol_mrna_Target250","mol_mrna_Target251","mol_mrna_Target252","mol_mrna_Target253","mol_mrna_Target254","mol_mrna_Target255","mol_mrna_Target256","mol_mrna_Target257","mol_mrna_Target258","mol_mrna_Target259","mol_mrna_Target260","mol_mrna_Target261","mol_mrna_Target262","mol_mrna_Target263","mol_mrna_Target264","mol_mrna_Target265","mol_mrna_Target266","mol_mrna_Target267","mol_mrna_Target268","mol_mrna_Target269","mol_mrna_Target270","mol_mrna_Target271","mol_mrna_Target272","mol_mrna_Target273","mol_mrna_Target274","mol_mrna_Target275","mol_mrna_Target276","mol_mrna_Target277","mol_mrna_Target278","mol_mrna_Target279","mol_mrna_Target280","mol_mrna_Target281","mol_mrna_Target282","mol_mrna_Target283","mol_mrna_Target284","mol_mrna_Target285","mol_mrna_Target286","mol_mrna_Target287","mol_mrna_Target288","mol_mrna_Target289","mol_mrna_Target290","mol_mrna_Target291","mol_mrna_Target292","mol_mrna_Target293","mol_mrna_Target294","mol_mrna_Target295","mol_mrna_Target296","mol_mrna_Target297","mol_mrna_Target298","mol_mrna_Target299","mol_mrna_Target300","mol_mrna_Target301","mol_mrna_Target302","mol_mrna_Target303","mol_mrna_Target304","mol_mrna_Target305","mol_mrna_Target306","mol_mrna_Target307","mol_mrna_Target308","mol_mrna_Target309","mol_mrna_Target310","mol_mrna_Target311","mol_mrna_Target312","mol_mrna_Target313","mol_mrna_Target314","mol_mrna_Target315","mol_mrna_Target316","mol_mrna_Target317","mol_mrna_Target318","mol_mrna_Target319","mol_mrna_Target320","mol_mrna_Target321","mol_mrna_Target322","mol_mrna_Target323","mol_mrna_Target324","mol_mrna_Target325","mol_mrna_Target326","mol_mrna_Target327","mol_mrna_Target328","mol_mrna_Target329","mol_mrna_Target330","mol_mrna_Target331","mol_mrna_Target332","mol_mrna_Target333","mol_mrna_Target334","mol_mrna_Target335","mol_mrna_Target336","mol_mrna_Target337","mol_mrna_Target338","mol_mrna_Target339","mol_mrna_Target340","mol_mrna_Target341","mol_mrna_Target342","mol_mrna_Target343","mol_mrna_Target344","mol_mrna_Target345","mol_mrna_Target346","mol_mrna_Target347","mol_mrna_Target348","mol_mrna_Target349","mol_mrna_Target350","mol_mrna_HK1","mol_mrna_HK2","mol_mrna_HK3","mol_mrna_HK4","mol_mrna_HK5","mol_mrna_HK6","mol_mrna_HK7","mol_mrna_HK8","mol_mrna_HK9","mol_mrna_HK10"
"134",0,0,0,0,0,0,0,0,0,0,0,5,7,5,3,6,10,10,4,16,32,28,17,19,30,7,29,0,12,0,0,2,0,2,3,18,0,1,22,1,27,7,2,1,30,0,35,0,0,20,30,23,13,15,15,23,15,1,33,19,28,35,27,26,30,22,20,12,14,0,11,27,0,23,40,34,21,36,26,39,18,0,27,21,19,15,27,24,0,44,48,18,19,18,26,17,31,1,14,1,22,0,20,0,13,20,19,0,1,27,12,31,12,31,1,12,0,13,19,8,1,24,35,33,31,32,17,25,3,33,15,22,20,16,28,18,28,22,20,20,0,29,29,1,17,27,19,35,0,27,31,0,3,5,4,0,0,0,12,22,12,19,0,6,9,25,17,4,3,0,0,0,16,23,0,11,0,1,2,28,0,25,0,5,0,5,0,0,27,1,0,0,0,13,0,16,14,15,24,23,6,1,0,29,0,0,7,37,3,3,1,1,12,0,0,19,0,1,0,34,34,16,20,0,0,0,2,0,1,23,29,0,5,0,1,24,2,17,11,19,28,29,0,1,28,18,0,0,1,16,7,1,0,20,30,1,13,1,17,7,0,0,7,1,4,1,0,16,3,5,1,34,18,2,31,2,0,7,10,0,19,8,6,0,24,20,0,1,33,29,19,0,0,16,17,21,0,0,17,0,20,31,19,18,1,2,14,29,4,0,0,6,0,20,27,5,33,2,27,22,24,32,1,6,0,2,33,0,0,1,30,2,14,0,1,1,4,0,3,1,28,0,0,24,24,0,0,0,4,0,18,1,0,3,0,29,36,28,0,8,0,0,8,20,0,30,18,11,9,2,2,32,17,22,20,20,0,24,0,28,38,30,42,12,2
"135",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,35,8,22,20,31,16,11,25,9,27,9,5,0,0,23,4,8,0,25,2,3,13,0,9,27,3,13,25,0,29,0,3,30,28,23,16,13,15,12,11,0,33,25,22,25,18,17,29,17,18,9,15,0,13,33,1,28,28,22,22,34,35,31,18,2,36,26,27,12,26,19,0,32,51,19,18,17,25,18,37,0,27,1,20,1,24,0,17,22,31,0,0,28,13,18,9,43,1,1,0,14,15,11,0,11,33,32,24,30,20,19,1,22,14,22,24,18,38,19,15,11,17,19,0,15,32,1,19,30,17,42,1,24,22,0,0,5,12,10,16,4,8,21,9,30,0,14,2,4,3,15,7,9,10,10,5,5,1,21,7,13,18,27,1,21,0,0,11,28,1,0,30,0,0,0,0,15,6,18,23,18,25,18,11,14,25,7,0,15,15,4,13,17,18,19,20,25,16,30,27,12,9,8,3,17,27,7,9,17,4,8,17,15,28,11,21,0,1,21,5,21,17,16,18,23,0,1,31,15,9,4,8,2,31,16,6,16,5,18,12,13,0,25,10,9,10,21,16,13,7,25,0,6,9,36,11,21,5,9,12,25,8,1,36,25,10,0,17,26,0,1,27,19,21,0,0,17,25,16,17,11,15,4,18,26,28,16,17,11,18,9,24,3,9,15,1,23,26,3,26,8,22,12,19,18,12,13,1,10,3,8,7,5,36,15,5,7,15,12,12,4,6,11,13,7,0,26,2,0,10,1,16,4,8,1,1,18,0,2,24,22,0,17,0,0,21,12,9,26,37,14,8,8,27,34,29,18,17,23,0,28,0,28,28,32,52,16,5
"136",5,7,6,7,2,3,1,1,1,6,4,0,0,0,0,33,33,25,13,26,19,27,8,15,18,10,38,10,0,0,0,37,11,12,1,27,3,7,16,0,5,24,5,10,27,0,35,1,3,20,30,22,17,13,11,19,14,0,45,19,22,43,37,21,33,20,21,4,21,0,15,34,1,27,39,24,29,18,34,27,10,2,27,27,26,14,29,23,0,25,29,19,21,19,40,17,37,1,18,6,23,3,23,0,12,31,25,0,2,17,19,28,16,26,3,0,0,16,19,13,1,12,32,38,28,29,16,15,7,17,21,17,14,9,34,29,26,12,27,15,1,25,31,0,13,20,16,37,0,22,27,0,0,0,15,5,22,10,2,22,9,23,0,13,0,0,1,31,12,11,19,9,0,0,17,18,21,21,24,5,16,2,0,0,19,29,12,0,41,2,0,0,0,9,14,2,1,24,25,22,26,13,22,3,0,30,0,0,15,23,24,37,37,35,26,19,36,22,20,3,1,20,32,21,5,31,16,14,25,2,39,21,22,2,2,21,19,23,11,21,26,20,1,3,15,10,22,28,23,0,29,28,7,2,0,17,17,19,0,41,22,29,19,33,24,29,26,29,0,29,19,42,0,26,2,44,24,25,2,15,29,27,15,0,12,14,3,11,23,13,12,1,3,16,18,15,15,29,3,15,2,8,29,0,40,37,29,2,41,17,26,17,16,13,19,14,2,28,1,2,0,5,18,14,8,7,0,11,10,13,33,13,3,22,16,18,14,16,19,20,1,13,10,23,0,0,17,0,14,10,0,0,21,15,0,0,24,26,0,18,0,0,10,3,28,16,25,11,10,29,21,20,22,21,22,26,0,14,0,25,30,35,38,10,1
"137",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,31,32,39,16,27,29,27,14,13,35,17,34,2,10,0,0,1,1,7,1,25,0,4,16,0,14,25,2,12,32,0,24,0,1,23,29,25,13,11,15,29,20,0,30,24,14,33,24,15,24,26,21,3,12,0,12,34,0,21,26,20,29,41,26,28,15,1,32,26,19,7,19,31,0,32,34,21,20,22,32,25,48,0,22,1,18,0,25,0,16,20,16,0,0,23,17,18,13,33,0,0,1,14,27,16,0,15,29,42,26,41,21,19,1,32,26,23,23,19,34,27,16,9,25,17,0,19,29,0,21,25,25,47,0,21,15,0,0,0,7,1,2,2,13,18,16,21,0,15,3,20,8,11,5,4,9,4,13,7,2,22,1,9,17,18,0,36,0,0,4,23,1,0,22,0,0,0,0,10,3,9,10,24,21,18,12,5,15,13,0,10,7,17,13,25,12,11,26,15,14,24,11,7,2,26,6,9,19,1,4,6,6,4,9,17,25,2,17,4,0,30,3,17,13,15,27,22,0,0,19,16,9,3,9,5,19,15,4,17,16,6,15,8,5,24,6,8,5,14,15,10,3,28,0,7,4,38,16,17,27,13,11,13,9,0,26,25,20,0,19,32,0,2,16,26,20,0,0,17,22,10,6,3,14,1,8,30,16,6,11,9,24,21,30,2,22,10,3,24,21,6,42,5,31,25,27,23,6,9,0,5,29,1,4,3,25,5,15,1,1,3,7,1,19,3,12,3,0,21,16,0,4,0,7,0,9,3,0,4,0,9,42,29,0,21,0,0,14,17,1,14,29,15,13,3,10,36,27,16,16,23,0,22,0,17,19,37,41,13,6
"138",0,0,0,0,0,0,0,0,0,0,0,4,5,9,3,6,7,1,1,7,33,27,9,7,23,21,38,0,13,0,0,0,0,0,0,21,0,6,11,4,20,11,9,1,28,0,20,0,3,22,20,25,16,15,17,24,23,0,35,22,20,31,14,20,35,16,15,6,11,0,20,31,0,18,24,33,29,26,33,36,7,0,31,18,32,11,29,30,0,36,40,21,22,20,37,23,41,0,14,2,20,1,26,0,13,15,21,0,1,18,17,21,18,32,5,7,0,16,19,12,0,26,36,38,27,25,16,22,5,24,20,20,26,14,28,25,27,10,28,14,1,19,27,0,21,21,19,35,0,24,33,4,1,12,2,0,0,1,21,27,15,29,0,4,13,23,11,0,3,1,0,1,28,32,0,13,0,0,2,20,0,33,1,11,0,3,0,0,30,0,2,0,0,8,0,12,17,5,7,8,1,0,1,31,2,0,19,33,4,4,2,2,10,1,0,17,2,2,0,32,24,15,10,0,0,0,0,0,0,21,22,0,5,1,0,32,6,20,20,18,19,27,0,0,28,13,1,0,0,27,0,4,0,16,27,0,11,1,17,4,1,0,0,1,2,2,0,4,11,0,0,19,31,1,27,2,1,5,13,0,9,7,0,7,15,25,0,0,29,24,23,0,0,21,3,9,0,0,22,0,16,30,23,17,1,2,19,22,0,0,0,3,0,27,19,3,40,3,34,17,35,38,0,2,0,1,31,0,0,0,9,2,20,0,0,0,1,0,1,0,30,0,0,13,28,0,2,0,5,0,17,1,0,9,0,36,32,40,1,0,0,2,12,19,0,19,19,7,12,2,1,48,7,21,20,22,0,17,0,28,28,35,49,10,6
"139",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,24,29,13,25,23,23,16,11,37,11,25,4,11,0,0,8,0,6,2,22,0,0,22,0,13,20,1,7,36,0,30,0,2,32,28,27,15,12,14,23,14,0,37,24,24,41,22,24,31,21,23,7,14,0,22,23,1,23,26,23,25,32,32,32,22,2,31,27,18,14,30,30,0,30,44,17,21,24,36,21,42,0,20,1,12,1,30,0,10,25,28,0,1,25,13,33,11,45,3,5,0,9,20,18,0,26,29,39,25,25,19,27,3,25,23,25,15,14,30,21,22,9,17,11,2,19,31,0,16,24,24,36,0,26,24,0,0,1,6,3,3,3,10,20,7,24,0,15,7,24,9,6,12,2,10,0,21,10,1,21,2,9,11,29,0,41,0,4,3,22,0,0,31,0,0,0,0,12,3,11,16,19,32,23,14,3,7,15,0,5,18,22,9,19,9,14,18,19,15,17,7,11,4,14,2,15,36,1,4,11,3,5,19,20,22,2,20,1,0,26,0,17,12,18,19,18,0,1,37,15,2,0,1,17,9,4,2,14,19,5,11,5,2,17,1,4,10,13,15,4,3,20,2,2,4,38,24,16,16,2,5,10,6,0,34,22,14,0,17,21,0,0,21,27,18,0,0,18,27,18,8,2,15,2,21,18,31,16,4,4,21,23,17,0,6,17,0,30,19,6,32,5,21,19,26,35,6,7,0,8,29,0,0,1,38,5,9,1,7,3,9,0,6,0,16,2,0,19,8,0,5,1,12,0,22,2,0,12,0,12,32,26,0,18,0,0,20,17,4,26,33,10,12,6,16,38,24,25,19,27,0,19,0,35,36,41,43,17,2
"140",0,0,0,0,0,0,0,0,0,0,0,7,6,7,5,3,7,9,2,9,30,25,21,28,33,15,23,0,18,0,0,2,0,2,2,18,0,5,19,0,25,9,6,3,30,0,27,0,2,27,30,26,12,11,12,25,18,1,35,22,26,40,27,23,30,29,24,10,9,1,15,25,0,23,35,31,27,39,26,39,17,1,27,30,20,14,20,22,0,38,54,19,19,15,20,21,30,0,13,3,23,0,27,0,11,20,21,0,2,31,14,26,15,31,2,15,0,24,24,13,1,22,34,33,31,26,18,21,0,27,15,23,15,20,27,23,24,16,24,18,0,17,32,1,15,23,19,43,0,22,33,1,8,10,2,0,0,0,13,22,9,16,0,5,13,31,19,2,1,1,0,0,25,28,0,9,0,0,3,29,0,26,0,6,0,7,0,0,28,1,6,0,0,18,0,18,17,17,23,15,4,0,0,29,0,0,16,31,5,0,0,1,15,0,0,12,0,1,0,37,39,12,16,0,0,0,0,0,1,29,22,0,5,0,0,24,2,23,18,20,18,26,0,1,27,15,0,0,1,16,4,1,0,13,26,0,15,0,22,4,0,0,5,1,2,0,0,14,7,5,0,25,21,2,27,2,1,5,8,0,19,7,2,0,21,18,0,0,28,25,22,0,0,13,16,11,0,0,20,0,18,34,19,21,1,1,16,20,5,0,0,7,0,22,23,7,39,0,30,15,28,36,0,4,0,3,30,0,0,1,26,3,15,0,0,0,2,0,1,1,29,0,0,28,26,0,1,0,6,0,17,2,0,8,0,35,37,34,1,3,0,0,7,19,0,25,20,9,12,3,1,30,12,28,18,31,0,24,0,27,31,42,48,11,4
"141",3,3,2,1,0,0,0,0,0,1,0,0,0,0,0,26,46,26,11,28,27,26,10,12,37,18,37,15,3,0,0,31,21,12,2,19,0,1,15,0,7,28,2,19,27,0,23,0,0,30,23,23,14,16,12,19,21,0,41,19,33,31,21,20,34,20,17,4,10,0,16,42,0,26,38,30,25,31,24,38,12,0,41,26,23,12,20,37,0,21,30,21,17,22,39,33,38,1,20,1,21,0,26,0,12,20,22,0,1,19,17,24,8,30,0,0,0,12,17,16,1,14,30,29,24,33,29,23,0,28,18,18,22,15,33,28,19,8,20,17,0,12,31,1,23,25,21,36,0,32,21,0,0,0,14,5,15,10,5,21,11,23,0,21,1,13,2,22,13,12,25,12,3,0,16,20,17,14,21,11,9,10,1,0,14,31,8,0,41,0,0,0,0,13,0,10,5,25,23,17,17,16,17,8,0,18,5,4,20,21,25,30,26,40,25,18,30,13,17,5,3,15,26,13,10,15,6,14,21,6,28,6,24,0,0,30,1,21,14,21,25,30,0,1,23,17,29,18,15,0,30,42,10,5,1,14,23,21,0,32,24,23,18,28,41,21,19,17,0,12,20,48,2,36,4,40,21,22,4,7,23,33,18,0,17,21,0,1,24,20,21,0,0,15,32,18,24,17,14,16,5,16,16,2,20,29,26,1,39,10,23,20,11,23,14,12,17,12,19,17,13,25,12,13,8,8,0,14,17,5,35,10,0,14,20,21,16,6,17,18,1,18,1,24,0,0,1,0,13,0,19,3,11,8,0,1,26,28,0,24,0,0,15,8,26,18,24,19,15,3,22,41,35,19,30,29,0,19,0,24,30,40,40,15,5
"142",6,8,6,8,2,4,1,1,1,7,4,0,0,0,0,32,34,26,14,24,17,25,9,13,17,13,37,11,1,0,0,39,11,12,1,24,6,12,18,0,4,25,4,13,26,0,29,2,3,23,25,20,16,13,13,20,16,0,41,20,24,38,33,17,34,18,19,2,20,0,16,35,2,21,38,30,24,21,34,28,13,2,27,27,25,11,35,24,0,21,24,18,24,16,40,17,37,1,15,6,22,2,21,1,15,31,24,0,2,19,18,25,16,24,1,0,0,16,16,15,1,14,29,40,25,26,20,18,6,14,20,12,11,10,30,30,28,12,24,14,1,28,31,0,11,24,16,35,0,21,26,0,0,0,13,8,22,8,1,22,6,26,0,15,0,0,1,33,10,12,15,14,0,0,20,16,19,24,21,5,20,2,0,0,19,26,8,0,36,2,1,0,0,10,14,3,1,22,26,25,25,17,22,2,0,31,1,0,13,20,29,32,38,33,30,18,37,23,22,3,1,18,32,16,8,30,14,13,21,2,39,24,26,2,3,23,23,23,12,18,19,16,1,2,18,8,22,29,22,0,31,33,8,1,0,20,17,19,0,38,22,31,17,31,29,26,25,32,0,29,20,44,0,27,1,39,20,22,2,17,29,27,16,0,9,8,4,10,21,15,11,2,3,18,18,14,15,23,2,14,2,7,29,0,35,35,30,2,35,20,25,19,15,12,21,11,0,29,0,0,0,3,19,18,9,8,0,9,11,13,33,15,2,22,16,20,12,13,16,18,1,16,11,22,0,0,21,0,13,9,0,0,20,15,0,1,21,25,0,26,0,0,12,3,29,16,27,13,12,32,20,21,23,18,25,28,0,13,0,23,37,32,39,13,1
"143",0,0,0,0,0,0,0,0,0,0,0,15,10,8,15,1,5,2,0,4,9,15,14,11,40,14,31,0,17,0,1,0,0,0,2,13,3,7,8,10,34,1,11,0,34,0,29,0,4,34,37,36,9,10,8,20,16,1,28,14,20,42,15,17,32,17,17,8,20,1,13,28,9,25,36,21,29,24,25,25,12,5,20,19,16,8,31,31,0,34,42,11,16,22,29,17,29,6,20,15,4,6,26,2,12,19,19,1,3,19,14,26,7,29,12,14,0,21,19,12,0,13,25,24,34,15,13,21,10,32,23,21,17,16,28,25,22,5,22,14,1,13,28,1,9,28,13,24,0,28,40,19,22,19,0,0,0,0,21,27,15,6,0,0,16,20,22,1,0,0,1,0,25,25,0,8,0,0,3,24,0,30,1,10,0,5,0,5,31,13,18,8,9,15,0,15,7,1,4,2,0,0,0,32,1,0,17,45,2,0,1,0,11,0,0,6,0,0,0,37,52,9,14,0,0,0,0,0,1,23,20,0,0,4,8,26,13,22,5,23,17,12,1,8,34,4,0,0,0,24,0,0,0,12,29,0,10,0,22,0,0,0,0,0,1,0,0,2,15,3,0,10,21,0,27,0,0,0,13,0,6,0,1,13,16,29,0,0,29,23,22,0,0,19,0,9,0,0,23,0,27,34,13,22,0,0,2,22,1,0,0,2,0,21,30,4,38,0,20,20,25,25,0,0,0,2,32,0,0,0,7,0,24,0,0,0,0,0,0,0,19,0,1,35,24,11,0,0,7,0,15,3,0,1,6,40,18,32,0,0,17,8,6,23,0,19,2,0,11,4,0,45,1,18,28,27,0,19,0,22,30,35,34,11,6
"144",0,0,1,0,0,0,0,0,0,0,0,1,2,1,3,16,20,28,12,38,23,31,16,13,27,8,33,0,13,0,0,2,1,9,1,26,1,2,24,1,19,11,1,6,34,0,32,0,2,23,25,21,20,17,14,19,15,0,46,17,22,28,28,13,42,18,18,5,7,1,13,43,0,25,31,27,33,42,37,40,10,0,31,29,23,10,21,36,0,27,46,20,16,21,37,15,41,0,16,0,21,0,26,0,22,19,22,0,2,26,17,19,9,34,0,6,0,19,27,14,0,13,28,32,30,41,20,18,1,18,23,18,21,19,31,20,20,13,19,17,2,18,25,1,22,31,25,27,1,32,23,6,5,4,3,0,0,3,7,25,15,29,0,11,7,21,6,5,3,1,2,0,24,13,0,23,2,4,9,23,0,33,0,4,1,15,0,0,34,0,0,0,0,18,0,9,22,15,22,20,13,2,10,30,0,0,11,28,8,16,9,16,16,8,11,19,2,5,0,22,12,16,22,0,3,2,0,1,3,15,28,2,12,1,0,32,0,17,23,17,25,18,0,1,27,14,3,0,4,19,16,10,2,18,23,2,19,2,5,5,2,1,6,10,9,3,4,19,0,9,3,29,12,11,42,2,4,7,8,0,21,19,12,0,22,27,0,0,32,22,16,0,0,28,19,19,5,0,24,3,16,23,22,19,6,4,18,26,13,1,1,10,0,31,21,5,27,2,33,24,16,20,5,9,0,5,32,1,5,0,23,4,5,0,7,3,3,0,7,4,23,3,0,20,22,0,2,0,11,0,22,2,0,7,0,27,23,32,0,13,0,0,6,21,1,20,14,13,12,2,6,38,13,28,21,25,0,19,0,23,31,32,37,11,5
"145",0,0,0,0,0,0,0,0,0,0,0,8,8,5,7,6,8,5,0,6,24,28,9,11,42,13,33,0,25,0,0,1,0,1,0,15,0,5,16,5,39,3,1,0,30,0,27,0,2,32,37,24,16,10,9,28,21,0,36,17,17,26,22,24,45,17,23,5,11,0,20,27,0,21,36,21,26,26,22,36,15,0,27,24,25,8,31,27,1,35,35,17,10,23,30,24,38,0,26,2,14,2,34,0,8,23,26,0,1,25,17,22,15,32,1,17,0,18,33,14,0,15,34,35,29,27,15,27,3,26,17,15,19,16,34,24,25,11,34,13,2,16,32,1,17,38,22,28,0,22,33,12,15,13,0,0,0,0,17,28,20,24,0,3,17,25,16,1,2,0,1,0,18,28,0,13,0,2,5,23,0,30,0,5,0,16,0,2,28,3,6,0,0,14,1,12,19,4,6,5,2,0,0,27,2,0,19,30,2,2,4,2,14,0,0,16,1,2,0,36,32,15,12,0,1,1,0,0,2,25,30,0,8,1,1,23,12,23,12,23,21,16,0,2,35,22,0,0,0,17,2,0,0,8,23,0,7,0,13,0,0,0,1,0,3,0,0,7,13,1,0,16,22,1,34,1,0,1,11,0,7,1,3,2,18,19,0,0,31,18,26,0,0,26,4,9,1,0,16,0,19,31,24,20,0,0,13,26,6,0,0,3,0,20,26,8,52,0,34,19,23,25,0,0,0,2,32,0,0,0,16,2,21,0,0,0,1,0,3,0,23,0,0,17,24,1,0,0,8,0,7,3,0,3,0,31,29,35,1,1,6,2,6,16,0,23,7,4,13,3,1,41,3,23,27,27,0,20,0,20,24,35,39,10,4
