"","Burn1_TF1","Burn1_TF2","Burn1_TF3","Burn1_TF4","Burn1_TF5","Burn1_TF6","Burn1_TF7","Burn2_TF1","Burn2_TF2","Burn2_TF3","Burn2_TF4","Burn2_TF5","Burn2_TF6","Burn2_TF7","Burn2_TF8","Burn2_TF9","Burn2_TF10","Burn2_TF11","Burn2_TF12","Burn2_TF13","Burn2_TF14","Burn3_TF1","Burn3_TF2","Burn3_TF3","Burn3_TF4","Burn3_TF5","Burn3_TF6","Burn3_TF7","Burn3_TF8","Burn3_TF9","Burn4_TF1","Burn4_TF2","Burn4_TF3","Burn4_TF4","Burn4_TF5","Burn4_TF6","A1_TF1","A1_TF2","A2_TF1","A2_TF2","A3_TF1","A3_TF2","A3_TF3","A4_TF1","A5_TF1","A5_TF2","A6_TF1","A6_TF2","A6_TF3","A6_TF4","A6_TF5","B1_TF1","B1_TF2","B1_TF3","B2_TF1","B2_TF2","B2_TF3","B2_TF4","B2_TF5","B2_TF6","B2_TF7","B2_TF8","B2_TF9","B2_TF10","B2_TF11","B3_TF1","B3_TF2","B3_TF3","B3_TF4","B3_TF5","B3_TF6","B3_TF7","B3_TF8","B3_TF9","B3_TF10","B3_TF11","B3_TF12","B3_TF13","B3_TF14","B3_TF15","B3_TF16","B3_TF17","B4_TF1","B4_TF2","B4_TF3","B4_TF4","B5_TF1","B5_TF2","C1_TF1","C2_TF1","C2_TF2","C2_TF3","C2_TF4","C2_TF5","C2_TF6","C3_TF1","C4_TF1","C4_TF2","C4_TF3","C4_TF4","C4_TF5","C4_TF6","C5_TF1","C5_TF2","C6_TF1","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140","Target141","Target142","Target143","Target144","Target145","Target146","Target147","Target148","Target149","Target150","Target151","Target152","Target153","Target154","Target155","Target156","Target157","Target158","Target159","Target160","Target161","Target162","Target163","Target164","Target165","Target166","Target167","Target168","Target169","Target170","Target171","Target172","Target173","Target174","Target175","Target176","Target177","Target178","Target179","Target180","Target181","Target182","Target183","Target184","Target185","Target186","Target187","Target188","Target189","Target190","Target191","Target192","Target193","Target194","Target195","Target196","Target197","Target198","Target199","Target200","Target201","Target202","Target203","Target204","Target205","Target206","Target207","Target208","Target209","Target210","Target211","Target212","Target213","Target214","Target215","Target216","Target217","Target218","Target219","Target220","Target221","Target222","Target223","Target224","Target225","Target226","Target227","Target228","Target229","Target230","Target231","Target232","Target233","Target234","Target235","Target236","Target237","Target238","Target239","Target240","Target241","Target242","Target243","Target244","Target245","Target246","Target247","Target248","Target249","Target250","Target251","Target252","Target253","Target254","Target255","Target256","Target257","Target258","Target259","Target260","Target261","Target262","Target263","Target264","Target265","Target266","Target267","Target268","Target269","Target270","Target271","Target272","Target273","Target274","Target275","Target276","Target277","Target278","Target279","Target280","Target281","Target282","Target283","Target284","Target285","Target286","Target287","Target288","Target289","Target290","Target291","Target292","Target293","Target294","Target295","Target296","Target297","Target298","Target299","Target300","Target301","Target302","Target303","Target304","Target305","Target306","Target307","Target308","Target309","Target310","Target311","Target312","Target313","Target314","Target315","Target316","Target317","Target318","Target319","Target320","Target321","Target322","Target323","Target324","Target325","Target326","Target327","Target328","Target329","Target330","Target331","Target332","Target333","Target334","Target335","Target336","Target337","Target338","Target339","Target340","Target341","Target342","Target343","Target344","Target345","Target346","Target347","Target348","Target349","Target350","HK1","HK2","HK3","HK4","HK5","HK6","HK7","HK8","HK9","HK10"
"cell134",79,49,35,53,44,37,61,49,27,54,22,38,12,26,40,17,22,37,17,27,17,32,56,27,16,48,64,23,41,38,30,35,20,39,13,20,58,43,26,22,3,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,9,0,23,19,0,0,0,0,43,0,36,0,22,3,14,35,15,0,0,0,15,2,0,0,26,16,0,41,0,41,22,30,0,9,0,0,0,37,0,68,2,0,26,45,0,0,0,26,17,14,0,2,0,0,0,3,31,0,0,0,24,0,2,0,0,37,30,28,34,30,36,48,0,36,6,0,24,28,0,0,0,0,0,21,0,0,0,40,29,16,14,44,21,49,0,0,36,40,48,15,0,0,20,31,0,36,25,7,0,0,0,9,40,0,0,36,36,24,36,52,22,23,54,21,13,0,22,42,20,19,0,46,26,0,0,32,28,0,34,16,33,0,0,35,0,14,0,0,33,0,0,0,0,0,0,0,0,21,0,0,24,0,47,0,0,0,31,41,0,32,36,0,37,19,29,42,31,36,0,0,0,18,43,24,0,41,5,30,9,1,21,0,0,25,0,18,0,0,0,28,0,60,30,3,17,30,37,0,14,0,0,40,26,0,16,17,25,40,44,0,0,0,31,15,32,0,0,50,0,0,0,0,31,36,56,0,0,30,35,28,38,0,0,0,0,0,0,0,0,0,9,0,0,29,25,0,0,0,27,20,25,0,0,0,0,36,0,0,24,29,30,17,0,51,0,0,0,0,9,0,21,36,72,29,37,0,0,0,40,0,0,0,42,0,0,0,0,0,0,44,28,0,0,10,33,38,42,49,0,20,30,59,24,0,0,1,0,32,27,42,2,0,40,30,0,43,0,0,0,0,0,0,18,19,18,0,0,0,12,0,0,9,0,5,48,24,0,34,0,53,51,31,25,57,15,25,25,33
"cell135",50,57,55,52,42,55,72,34,42,64,57,56,20,32,45,21,29,36,26,40,12,21,36,45,37,51,53,32,36,43,53,37,25,49,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,2,0,0,0,27,18,0,9,0,36,23,0,0,0,0,59,0,55,0,34,2,39,43,17,0,0,0,40,3,0,0,25,9,0,48,0,54,22,30,0,23,0,0,0,35,0,63,7,0,13,27,0,0,0,25,23,10,14,0,26,33,18,0,22,0,0,0,32,0,2,0,0,41,43,33,37,33,43,40,0,0,10,0,34,43,0,0,0,0,0,47,0,0,0,41,41,27,27,42,26,62,0,0,35,49,42,5,0,0,27,31,0,38,57,11,0,0,0,11,48,0,6,25,43,48,46,57,29,24,67,21,18,0,34,35,24,1,3,77,36,0,0,44,46,0,43,37,47,16,0,49,0,31,0,6,34,0,10,0,0,13,0,3,7,8,10,0,17,0,67,0,0,0,24,53,10,46,23,2,59,38,24,37,39,44,2,0,0,34,45,51,6,46,0,43,27,20,48,47,15,47,29,4,56,0,0,44,0,68,41,14,22,22,61,16,2,49,37,40,38,39,21,39,46,40,36,0,0,0,57,21,45,0,2,41,0,1,0,0,0,59,65,0,0,34,38,32,38,0,0,4,0,2,0,0,0,0,26,0,0,27,43,0,0,0,21,31,39,0,0,0,0,57,0,0,17,32,67,22,0,54,0,0,0,2,21,0,33,37,60,36,19,9,26,13,21,0,0,0,73,0,0,0,0,0,0,26,50,0,0,26,34,69,40,57,3,34,38,51,25,0,0,48,0,24,22,47,13,4,24,18,0,44,0,0,0,0,75,0,47,20,35,0,50,1,19,0,0,32,0,3,73,53,32,28,0,65,57,38,28,45,15,51,16,48
"cell136",51,57,65,35,46,43,54,29,29,36,31,41,15,40,30,15,32,60,15,46,30,25,54,46,23,53,64,29,23,45,46,49,36,37,37,19,53,35,39,22,25,29,35,40,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,19,0,37,32,0,0,0,0,36,0,25,0,35,0,23,37,17,0,0,0,17,3,4,0,38,7,0,44,0,42,26,39,0,5,0,0,0,37,0,59,5,0,12,34,0,0,0,34,28,17,0,0,0,0,0,0,35,0,0,0,28,0,9,0,35,39,37,35,36,30,32,53,0,43,15,0,37,32,0,0,0,0,0,19,0,3,0,37,36,23,50,43,23,53,0,0,47,53,58,60,0,0,22,19,0,21,52,9,0,0,0,10,35,0,2,43,52,33,35,62,24,17,55,25,5,0,24,44,22,17,0,61,40,2,0,32,26,0,47,33,24,0,0,28,0,20,0,0,49,31,0,0,0,22,0,0,0,36,0,0,27,0,70,0,0,0,26,62,0,25,43,0,45,40,14,25,54,37,2,1,0,32,30,50,0,52,33,31,0,0,2,0,0,58,2,38,0,23,49,52,0,50,24,6,17,40,48,0,21,0,0,48,60,0,15,15,28,32,23,0,0,0,36,18,54,0,0,51,0,0,0,0,54,58,43,0,0,35,53,38,31,0,0,0,0,0,0,0,41,0,21,0,0,48,48,0,0,0,27,15,42,0,0,0,0,44,0,0,11,34,41,12,0,56,0,0,0,0,20,0,30,38,44,34,43,0,0,0,40,0,0,0,46,0,8,0,1,1,0,32,32,0,0,23,30,61,33,68,0,40,27,44,20,0,0,1,0,27,51,57,3,1,42,36,0,42,0,0,0,0,0,0,30,30,23,0,0,0,26,0,0,3,0,0,57,47,0,36,0,60,37,34,33,28,23,47,32,42
"cell137",63,74,69,65,50,49,60,77,39,94,61,54,22,44,46,31,26,49,22,42,25,14,64,72,40,42,68,40,72,50,57,37,35,66,27,21,0,2,0,2,7,12,9,78,43,35,24,19,58,27,60,47,17,49,67,46,63,38,34,71,38,80,39,72,35,23,60,33,70,53,45,44,90,28,65,48,35,76,83,40,51,76,34,54,79,55,52,64,40,20,25,53,81,25,33,11,30,64,39,56,48,44,2,0,17,2,0,0,63,37,0,40,69,16,31,48,0,71,0,42,2,0,43,28,52,23,61,34,10,40,41,35,2,86,47,44,0,0,0,39,1,46,38,53,54,39,72,13,72,24,0,55,24,0,1,12,8,48,0,40,72,66,0,5,11,0,0,40,0,37,0,42,59,46,34,52,36,23,52,65,2,0,66,36,0,43,43,13,19,56,0,39,3,0,61,42,34,35,67,42,81,74,41,35,66,64,66,40,45,1,0,21,38,81,0,28,54,59,0,53,0,7,1,71,46,46,62,36,35,56,18,30,1,20,0,0,1,50,106,55,1,0,0,50,0,59,33,3,46,21,9,50,0,40,25,1,61,34,51,53,26,43,45,43,0,38,37,2,23,67,73,82,41,0,0,58,39,32,0,57,51,5,42,51,58,1,0,0,34,42,63,16,69,44,51,29,4,12,54,23,56,44,10,46,27,74,74,0,91,32,7,24,46,80,26,7,39,52,49,60,28,24,36,61,0,0,0,70,49,0,0,0,64,17,0,36,42,53,55,54,4,2,50,30,54,67,25,0,48,33,48,64,56,43,0,57,26,20,79,37,2,43,61,42,51,0,0,0,24,47,49,51,0,43,51,5,3,57,15,0,83,40,48,64,1,38,0,0,54,79,39,0,29,89,25,0,30,47,57,0,59,77,19,39,44,70,33,39,0,31,0,62,72,40,51,2,26,44,72,36,0,0,15,0,36,25,0,9,3,53,29,0,51,0,71,37,46,67,34,38,21,36,26,67,29,31,24,44,38,40,3,69,60,30,0,2,73,56,30,34,67,24,48,37,55
"cell138",64,50,53,49,46,48,67,58,37,89,28,36,19,39,41,30,39,42,16,35,28,32,36,37,38,47,56,29,40,55,35,38,37,46,30,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,13,6,3,18,35,39,26,37,49,0,0,29,29,0,12,0,36,23,0,0,0,0,36,0,43,0,59,3,32,31,13,0,0,0,21,5,0,0,34,5,0,40,0,40,15,42,0,21,0,2,0,37,0,81,1,0,26,38,0,0,0,19,9,13,25,0,25,29,47,0,0,0,0,0,27,2,4,0,0,56,15,32,46,27,32,61,0,0,17,0,21,33,0,0,0,0,0,25,0,0,0,48,28,25,32,63,29,78,4,1,27,47,39,48,0,0,24,33,0,35,59,7,0,0,0,26,51,0,0,22,70,38,33,52,33,25,48,12,27,0,32,42,41,0,30,55,47,0,0,36,51,0,68,41,2,40,16,33,22,27,24,28,9,30,44,40,38,20,17,27,34,0,23,0,18,0,54,0,0,0,19,50,35,54,33,2,41,36,5,21,59,27,3,0,0,17,28,51,16,45,0,60,14,38,44,53,25,35,37,4,60,0,2,45,0,52,26,10,13,36,38,28,3,42,34,54,45,32,24,28,37,38,52,0,0,0,39,18,36,0,20,1,13,28,0,7,1,59,34,2,0,38,55,26,30,0,5,27,9,7,25,0,0,0,8,0,0,39,44,0,0,0,28,30,27,0,0,15,0,35,13,55,10,6,39,25,0,52,0,0,0,2,24,0,14,20,80,45,0,16,63,40,0,0,0,0,41,0,1,0,0,0,0,34,57,0,0,18,20,56,41,62,3,40,30,37,33,0,0,62,0,40,44,71,6,0,30,30,0,39,0,0,0,0,65,0,38,15,37,29,78,25,34,0,0,36,0,0,60,39,34,37,0,57,54,35,41,33,14,60,26,40
"cell139",72,55,46,59,34,38,67,61,32,80,34,39,15,35,52,25,21,55,25,43,21,23,55,35,44,30,53,28,40,66,29,25,36,44,32,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,6,0,0,7,0,2,0,1,4,2,1,2,1,3,33,8,7,32,40,25,26,8,28,35,18,20,4,32,30,39,26,32,21,0,0,30,5,0,0,45,21,38,42,38,33,25,39,0,42,0,27,0,29,49,14,6,0,0,23,4,15,14,25,10,60,38,19,15,1,8,20,9,27,26,26,37,6,69,6,27,23,21,2,23,0,23,5,23,21,0,54,40,51,0,4,0,0,0,27,0,11,0,41,51,37,26,40,26,31,74,30,0,42,3,24,51,18,0,4,10,16,33,0,1,0,49,21,23,40,44,33,83,31,42,40,40,38,46,2,14,18,22,0,25,38,10,1,0,17,22,31,0,3,30,48,39,25,63,32,38,43,24,14,0,29,35,19,1,18,56,32,0,0,25,35,0,49,37,4,58,25,9,52,35,35,27,2,33,35,24,19,26,23,31,22,0,18,29,0,25,67,40,44,1,15,45,45,31,31,4,38,30,1,36,45,33,0,0,0,27,30,35,20,43,0,29,27,23,29,58,32,23,44,4,42,0,52,46,0,48,31,15,18,21,25,14,6,30,16,39,34,31,29,21,43,22,58,0,19,7,33,27,13,2,20,0,39,52,34,59,30,48,0,25,24,24,43,18,22,0,27,43,63,32,27,0,0,0,12,0,0,56,0,0,9,0,37,31,26,7,8,29,2,18,49,41,0,3,49,28,0,51,3,6,9,0,18,0,25,29,60,29,0,27,42,23,0,23,34,18,2,0,0,0,0,0,0,37,33,0,0,16,33,48,42,36,4,37,38,49,26,0,0,40,0,28,28,57,9,4,30,39,0,49,0,0,0,1,87,0,35,16,34,29,42,23,13,0,8,30,0,6,58,41,36,0,3,60,60,32,37,35,12,33,21,34
"cell140",49,51,61,67,61,35,48,39,31,83,64,63,19,32,47,29,42,45,13,40,16,28,45,40,39,55,61,41,31,40,50,37,32,55,32,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,3,0,21,23,22,23,30,27,0,0,24,25,0,19,0,21,27,0,0,0,0,49,0,46,0,34,0,44,37,20,0,0,0,29,2,0,0,23,12,0,36,0,43,19,33,0,12,0,0,0,36,0,48,3,0,25,35,0,0,0,30,7,24,34,0,40,34,26,0,0,0,0,0,24,1,14,0,0,46,18,29,47,29,18,42,0,0,10,0,39,27,0,0,0,0,0,28,0,0,0,45,33,13,44,53,30,58,0,0,25,58,38,66,0,0,9,37,0,25,60,12,0,0,0,32,44,0,0,40,45,40,38,85,25,33,63,19,19,0,17,52,19,2,23,68,18,0,0,49,47,0,27,32,17,25,6,42,22,39,20,14,24,21,24,18,18,23,24,41,34,5,20,0,17,0,61,0,0,0,34,64,46,29,43,0,51,42,16,49,67,42,0,0,0,37,55,32,27,49,0,31,24,20,56,55,16,43,36,4,53,0,4,47,0,48,15,7,13,26,45,29,2,44,37,25,44,25,20,19,59,34,40,0,0,0,54,21,33,0,10,11,11,17,0,4,0,43,20,0,0,29,51,15,39,0,4,19,2,34,17,0,0,0,28,0,0,28,36,0,0,0,41,48,51,0,0,12,0,41,16,37,7,16,49,13,0,63,0,0,0,0,22,0,21,31,50,23,0,37,45,26,3,0,0,0,45,0,0,0,0,0,0,34,34,0,0,22,34,54,27,63,1,20,33,54,15,0,0,47,0,37,43,40,8,2,34,25,1,56,0,0,0,0,57,0,37,16,29,9,55,12,12,0,0,29,0,1,34,45,30,20,0,56,64,37,39,52,13,26,22,31
"cell141",51,59,44,62,50,33,64,47,24,69,42,48,5,26,53,21,35,32,14,33,20,33,53,64,28,29,42,38,21,39,31,29,31,38,31,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,3,0,0,0,0,2,2,6,16,9,27,41,27,14,23,45,54,21,31,2,21,55,38,22,34,32,0,0,34,8,0,1,33,19,45,34,16,14,10,45,0,30,0,36,0,32,45,30,5,0,0,21,3,5,5,30,11,63,40,5,28,21,16,24,8,46,18,28,36,11,69,10,10,18,33,2,15,0,16,1,25,40,0,42,49,32,0,0,6,0,0,26,1,9,0,20,35,37,21,38,27,39,57,34,1,32,0,21,56,2,0,0,1,0,39,0,0,0,59,28,14,30,50,23,60,48,20,42,24,35,51,1,4,24,25,0,39,66,7,2,0,13,37,42,0,0,44,35,42,59,54,34,37,49,20,19,0,8,25,28,2,28,66,40,0,0,20,30,0,42,26,0,31,29,5,55,48,45,46,3,28,25,33,31,31,19,41,31,0,16,27,0,7,45,3,38,0,33,67,38,38,32,0,42,48,2,31,49,39,0,3,0,25,26,41,5,46,0,45,18,23,33,45,24,34,40,4,70,0,75,34,0,59,30,6,27,37,28,20,4,34,30,41,37,26,24,15,49,36,62,0,25,2,27,32,6,6,31,2,28,42,29,58,45,59,1,63,13,25,47,16,26,0,24,29,72,41,34,0,0,0,9,0,0,37,0,0,1,0,21,27,49,0,0,44,8,48,30,47,3,1,40,11,0,53,0,14,10,1,26,0,16,29,58,38,0,21,57,27,1,9,29,4,19,0,0,0,0,0,0,40,41,0,0,19,30,49,20,49,2,24,34,42,31,0,0,42,0,34,28,56,1,5,33,31,0,47,2,1,0,0,50,0,54,25,32,34,54,40,13,0,3,44,0,3,41,41,33,0,0,71,54,27,18,37,9,41,26,54
"cell142",54,62,68,46,43,63,67,73,27,86,56,45,17,46,53,21,41,51,17,53,20,27,49,66,30,55,69,48,54,53,65,47,40,57,25,22,5,1,2,0,23,27,25,62,50,15,31,24,40,51,66,55,28,55,61,38,47,45,47,56,25,49,49,55,28,31,52,43,72,63,45,37,62,59,91,22,56,73,88,32,61,85,31,39,40,65,62,50,23,28,21,36,60,31,23,10,17,54,26,24,47,43,0,0,28,0,0,0,53,29,0,39,80,23,25,60,0,59,0,39,2,0,38,40,45,32,52,24,3,33,29,28,10,49,52,53,0,0,0,41,1,58,40,32,49,33,80,9,82,23,0,41,18,0,3,1,7,40,0,30,43,54,0,10,28,0,0,34,0,32,0,44,34,38,40,25,31,53,84,69,0,0,42,28,0,56,31,29,24,63,0,30,1,0,53,37,18,39,55,37,81,51,41,36,42,36,81,62,30,2,0,18,38,76,0,38,51,57,0,66,0,2,1,52,32,38,60,43,38,59,29,20,0,31,0,0,1,42,59,50,0,0,0,45,2,77,39,2,36,16,2,48,0,41,36,6,30,64,56,34,21,47,46,43,0,41,56,0,22,72,70,33,41,0,0,36,47,51,0,65,33,0,49,62,53,2,0,0,28,34,49,18,57,25,45,9,1,1,61,23,32,36,2,57,32,94,47,0,46,32,4,16,38,41,28,2,58,32,46,52,46,37,28,52,0,0,0,65,41,3,0,0,67,32,0,54,51,24,56,49,4,2,62,26,43,67,21,0,69,26,47,67,33,43,0,40,25,11,69,49,5,34,52,39,41,1,0,0,23,50,42,61,0,50,44,2,8,69,12,0,37,55,48,64,1,30,0,10,38,79,44,0,48,68,27,0,36,64,32,2,58,54,30,42,28,54,25,39,0,39,0,45,81,46,57,1,32,46,37,22,0,0,11,0,51,51,0,4,0,29,22,1,55,0,48,49,47,68,22,35,25,42,32,63,26,38,55,43,35,27,5,65,59,30,0,0,88,63,63,33,66,31,65,23,71
"cell143",79,44,47,53,48,60,60,44,29,65,58,51,19,34,36,23,26,54,19,37,22,46,28,36,42,45,58,27,37,46,48,41,28,42,26,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,4,1,2,0,0,25,20,0,14,0,31,25,0,0,0,0,49,0,56,0,36,0,39,52,28,0,0,0,31,2,0,0,28,11,0,40,0,45,14,44,0,21,0,0,0,29,0,63,5,0,22,25,0,0,2,17,28,20,17,0,27,25,25,0,19,0,0,0,26,0,7,0,0,34,49,39,56,43,35,48,0,0,17,0,36,32,0,0,0,0,0,42,0,0,0,31,30,24,30,54,39,58,0,0,26,56,42,10,0,0,20,47,0,40,58,24,0,0,0,14,55,0,6,41,53,43,44,70,24,17,63,17,24,0,33,44,31,2,15,67,43,0,0,28,42,0,51,37,52,18,1,55,0,28,2,12,37,0,8,0,0,11,0,22,7,6,6,0,19,0,68,0,0,0,27,48,13,54,33,2,50,37,24,24,36,46,1,0,0,37,47,41,9,55,0,38,23,21,43,48,13,53,39,3,54,0,0,44,0,53,37,11,19,34,53,11,2,50,38,47,32,36,27,25,63,33,48,0,0,0,51,31,35,0,2,38,0,2,0,0,0,61,60,0,0,34,41,31,36,0,0,5,0,1,0,0,0,0,19,0,0,48,37,0,0,0,12,39,35,0,0,0,0,60,0,1,14,26,37,28,0,57,0,0,0,0,23,0,27,29,73,48,17,15,37,15,13,0,0,0,57,0,0,0,0,0,0,26,46,0,0,27,36,72,37,63,0,26,30,50,26,0,0,52,0,37,29,40,8,2,32,30,0,44,0,0,0,0,65,0,53,16,14,0,57,0,38,0,0,34,0,1,79,49,25,32,0,51,57,35,29,64,21,47,17,40
"cell144",54,44,49,39,44,45,60,34,27,51,31,42,26,21,32,23,39,33,32,36,22,26,31,39,31,34,51,29,26,35,55,24,23,53,21,22,42,35,21,25,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,13,0,21,13,0,0,0,0,48,0,41,2,31,2,19,26,10,0,0,0,18,2,0,0,26,9,0,38,0,27,25,47,0,15,0,0,0,24,0,58,3,0,26,28,0,0,0,35,13,19,0,3,0,0,0,0,34,0,0,0,17,0,8,0,0,34,38,33,39,33,42,45,0,28,8,0,28,24,0,0,0,0,0,35,0,0,0,52,17,7,40,42,24,43,0,0,33,35,36,3,0,0,20,39,0,15,32,9,0,0,0,11,39,0,3,39,42,39,48,70,22,20,37,11,8,0,24,40,20,29,0,43,44,0,0,21,28,0,60,40,37,0,0,27,0,22,0,0,31,0,0,0,0,0,0,0,0,29,0,0,14,0,43,0,0,0,18,65,0,40,43,1,43,50,20,27,46,33,1,0,0,29,25,34,0,37,8,31,19,9,28,3,0,29,0,42,0,0,0,47,0,45,39,12,12,30,27,0,20,0,0,47,34,0,30,20,63,28,31,1,0,0,37,18,24,0,0,28,0,0,0,0,21,46,37,0,0,22,42,22,17,0,0,0,0,0,0,0,1,0,31,0,0,27,32,0,0,0,22,24,28,0,0,0,0,47,0,0,23,29,61,15,0,52,0,0,0,0,23,2,30,38,71,30,20,0,0,0,23,0,0,0,33,0,0,0,0,0,0,26,37,0,0,29,19,67,21,44,11,25,29,50,16,0,0,5,0,36,31,48,0,0,21,30,0,47,0,0,0,0,0,0,25,31,21,0,0,0,20,0,0,13,0,1,38,35,0,22,0,46,47,24,32,28,22,27,28,30
"cell145",70,59,53,44,41,52,57,39,33,56,42,53,16,27,50,15,27,45,24,57,22,34,57,38,18,52,41,25,37,47,54,33,31,35,40,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,0,3,5,3,0,1,6,6,23,11,13,28,38,18,34,11,30,39,27,22,3,15,52,30,22,57,58,0,0,48,3,0,3,36,33,49,36,58,24,23,57,0,41,0,29,1,47,18,32,10,0,0,27,5,22,14,23,2,41,29,14,19,4,17,41,3,40,20,34,61,11,67,5,22,16,17,11,19,0,12,5,29,37,0,30,37,38,0,2,0,0,0,14,0,14,0,22,30,19,24,36,26,22,72,57,3,32,6,17,35,10,0,0,8,3,31,0,3,0,52,28,20,29,50,21,58,36,33,39,34,42,79,0,5,21,23,0,24,49,9,1,0,13,19,49,0,1,20,46,40,40,59,41,28,34,11,18,0,23,28,28,4,34,53,35,0,0,22,30,0,32,38,1,39,18,1,48,40,37,39,4,47,23,28,29,18,31,37,17,0,21,33,0,18,63,33,31,2,22,37,34,30,34,2,45,35,0,37,44,25,7,0,0,24,36,34,16,50,0,34,41,38,20,59,30,32,31,2,40,0,73,65,0,59,38,6,10,21,28,17,0,32,26,50,38,36,22,25,32,19,60,0,21,29,11,39,2,11,23,0,38,32,24,64,38,38,0,36,24,15,51,22,16,0,36,46,53,42,42,0,0,0,8,0,0,41,0,0,6,0,24,36,37,7,0,30,9,21,33,48,3,0,47,25,0,60,2,18,13,0,22,0,28,40,59,39,0,30,54,31,0,35,48,10,3,0,0,0,0,0,0,24,23,0,0,19,27,78,41,40,3,37,39,46,23,0,0,37,0,20,38,46,6,0,27,30,0,40,0,0,0,2,78,0,17,17,32,29,56,10,28,2,15,41,0,0,51,40,18,0,0,36,53,19,22,33,9,42,44,35
