"","M1_TF1","M1_TF2","M1_TF3","M1_TF4","M1_TF5","M1_TF6","M1_TF7","M1_TF8","M1_TF9","M1_TF10","M1_TF11","M2_TF1","M2_TF2","M2_TF3","M2_TF4","M3_TF1","M3_TF2","M3_TF3","M3_TF4","M3_TF5","M4_TF1","M4_TF2","M5_TF1","M5_TF2","M5_TF3","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140","Target141","Target142","Target143","Target144","Target145","Target146","Target147","Target148","Target149","Target150","Target151","Target152","Target153","Target154","Target155","Target156","Target157","Target158","Target159","Target160","Target161","Target162","Target163","Target164","Target165","Target166","Target167","Target168","Target169","Target170","Target171","Target172","Target173","Target174","Target175","Target176","Target177","Target178","Target179","Target180","Target181","Target182","Target183","Target184","Target185","Target186","Target187","Target188","Target189","Target190","Target191","Target192","Target193","Target194","Target195","Target196","Target197","Target198","Target199","Target200","Target201","Target202","Target203","Target204","Target205","Target206","Target207","Target208","Target209","Target210","Target211","Target212","Target213","Target214","Target215","Target216","Target217","Target218","Target219","Target220","Target221","Target222","Target223","Target224","Target225","Target226","Target227","Target228","Target229","Target230","Target231","Target232","Target233","Target234","Target235","Target236","Target237","Target238","Target239","Target240","Target241","Target242","Target243","Target244","Target245","Target246","Target247","Target248","Target249","Target250","Target251","Target252","Target253","Target254","Target255","Target256","Target257","Target258","Target259","Target260","Target261","Target262","Target263","Target264","Target265","Target266","Target267","Target268","Target269","Target270","Target271","Target272","Target273","Target274","Target275","Target276","Target277","Target278","Target279","Target280","Target281","Target282","Target283","Target284","Target285","Target286","Target287","Target288","Target289","Target290","Target291","Target292","Target293","Target294","Target295","Target296","Target297","Target298","Target299","Target300","Target301","Target302","Target303","Target304","Target305","Target306","Target307","Target308","Target309","Target310","Target311","Target312","Target313","Target314","Target315","Target316","Target317","Target318","Target319","Target320","Target321","Target322","Target323","Target324","Target325","Target326","Target327","Target328","Target329","Target330","Target331","Target332","Target333","Target334","Target335","Target336","Target337","Target338","Target339","Target340","Target341","Target342","Target343","Target344","Target345","Target346","Target347","Target348","Target349","Target350","HK1","HK2","HK3","HK4","HK5","HK6","HK7","HK8","HK9","HK10"
"cell139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,22,10,15,17,12,7,8,16,9,9,1,10,0,0,7,0,2,3,8,0,0,18,0,7,18,0,3,17,0,15,0,1,12,17,19,8,3,10,18,6,0,26,12,11,24,12,21,19,14,13,6,11,0,17,12,2,11,17,13,17,25,18,26,19,2,19,15,15,7,26,29,0,10,26,11,19,8,29,11,27,0,21,0,10,0,21,0,9,18,19,0,0,8,10,27,7,32,3,6,0,5,23,11,0,16,7,16,10,13,13,17,1,13,15,19,7,13,15,23,13,4,12,8,0,13,14,0,11,14,16,19,0,14,14,0,0,0,6,2,2,1,3,16,1,17,0,8,5,20,3,0,11,0,5,0,15,6,0,9,2,3,7,12,0,25,0,6,3,11,0,0,20,0,0,0,0,12,2,9,8,10,19,11,10,3,3,10,0,2,11,18,7,12,7,12,9,9,15,12,6,3,3,12,2,9,15,1,4,5,1,3,9,19,14,1,14,0,0,20,0,14,9,10,11,11,0,0,25,7,4,0,1,6,5,7,0,11,15,2,5,3,3,12,0,0,4,9,13,1,2,8,1,2,4,22,13,10,12,0,2,3,2,0,20,17,9,0,14,7,0,0,14,11,18,0,0,4,23,13,6,0,9,4,11,15,23,7,3,5,7,12,14,0,0,14,0,25,7,6,24,3,9,12,17,22,2,8,0,3,21,0,0,1,22,4,9,0,3,2,3,0,2,0,12,0,0,8,4,0,1,1,9,0,10,1,0,7,0,6,22,17,0,10,0,0,7,8,2,10,12,18,10,4,12,12,24,16,9,15,0,16,0,22,26,21,33,14,0
"cell140",0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,0,2,5,0,6,13,7,7,10,21,7,13,0,10,0,0,0,0,1,1,3,0,1,13,0,16,1,6,2,17,0,13,0,0,11,20,14,6,4,2,13,7,0,13,13,10,17,15,18,18,19,10,10,2,0,10,12,0,9,20,11,15,20,15,25,6,1,20,15,3,4,12,10,0,18,24,12,15,9,8,9,15,0,13,4,10,0,18,0,12,12,6,0,1,17,7,9,9,18,2,8,0,14,12,6,0,5,17,15,19,19,7,15,0,24,8,17,9,11,19,10,9,11,11,8,0,8,16,1,9,19,15,21,0,8,20,1,3,8,3,0,0,0,8,13,3,6,0,5,2,19,9,0,0,1,0,0,14,14,0,5,0,0,3,23,0,10,0,4,0,4,0,0,12,0,2,0,0,14,0,13,9,8,15,7,0,0,0,14,0,0,8,15,4,0,0,0,6,0,0,5,0,2,0,14,18,6,5,0,0,0,0,0,1,15,15,0,1,0,0,13,2,16,14,10,6,21,0,0,10,9,0,0,1,5,4,1,0,13,6,0,10,0,8,4,0,0,5,0,3,0,0,14,6,3,0,10,13,1,18,0,0,1,2,0,10,4,0,0,10,11,0,0,11,12,11,0,0,6,7,8,0,0,13,0,11,22,9,16,0,1,8,8,2,0,0,1,0,10,16,4,20,0,17,9,14,19,0,2,0,3,17,0,0,1,14,3,9,0,0,0,2,0,1,1,19,0,0,10,11,0,2,0,3,0,7,1,0,7,0,19,29,22,2,1,0,0,3,9,0,12,16,7,10,4,1,24,7,18,4,9,0,14,0,14,17,24,20,5,1
"cell141",2,5,1,4,0,0,0,0,0,1,0,0,0,0,0,29,38,30,16,28,33,26,18,16,45,11,28,7,3,0,0,27,19,14,2,18,0,2,6,0,7,24,3,23,24,0,22,0,0,19,21,16,17,25,22,14,10,0,32,21,51,33,17,20,39,22,12,3,8,0,17,47,0,24,43,21,28,23,23,36,15,0,38,31,22,16,16,45,0,25,29,28,22,16,36,35,41,1,36,1,29,0,26,0,13,17,27,0,1,15,19,23,9,28,0,0,0,15,16,18,6,9,24,25,25,34,26,25,0,32,21,17,32,23,35,31,19,6,26,22,0,9,29,0,20,32,25,36,0,27,27,0,0,0,7,2,17,9,5,24,9,23,0,20,1,17,0,28,10,11,26,20,3,0,18,19,17,16,21,3,13,9,0,0,11,42,4,0,51,0,0,0,0,18,0,5,2,22,29,12,21,12,17,6,0,20,5,6,26,16,26,23,20,29,23,14,31,13,23,2,0,15,19,9,8,15,6,15,30,7,28,10,21,0,0,32,1,20,13,23,22,26,0,0,17,19,32,12,11,0,23,38,11,7,1,6,17,27,0,32,23,24,22,32,51,25,31,16,0,12,19,47,2,25,3,39,23,14,1,6,35,41,21,0,14,29,0,1,29,15,20,0,0,12,30,16,20,15,8,21,5,10,9,2,27,31,23,1,44,7,22,20,13,18,7,8,22,11,27,12,10,38,14,12,5,7,0,9,10,2,29,13,0,7,19,19,19,8,18,24,0,12,0,31,0,0,2,0,17,0,14,7,16,3,0,0,29,30,0,23,0,0,14,5,22,15,18,16,14,1,25,45,47,18,37,30,0,18,0,27,32,44,33,17,6
"cell142",7,4,5,5,3,5,0,2,0,4,1,0,0,0,0,22,20,13,9,18,10,16,8,16,12,12,30,7,1,0,0,27,8,10,0,21,4,11,16,0,3,21,2,11,18,0,19,2,2,14,18,11,13,12,12,16,16,0,28,15,16,30,24,8,29,19,14,2,10,0,11,34,0,17,31,16,19,17,20,16,8,2,17,21,20,11,32,12,0,14,12,10,15,8,36,14,25,0,13,4,17,1,14,1,15,26,10,0,2,12,15,12,17,26,0,0,0,11,13,10,0,13,24,37,20,24,24,10,4,7,10,11,9,6,31,27,23,8,21,12,0,28,14,0,11,20,17,24,0,13,19,0,0,0,10,7,12,5,1,12,9,18,0,12,0,0,0,29,8,6,8,8,0,0,12,12,14,18,20,5,12,1,0,0,19,19,8,0,23,1,0,0,0,6,7,1,0,17,16,13,17,11,20,2,0,25,0,0,4,15,30,20,30,19,17,15,21,18,17,2,0,15,17,7,8,20,6,8,13,3,23,21,29,2,3,11,23,20,11,13,14,13,3,1,8,6,15,22,17,0,20,22,5,1,0,9,12,22,0,24,18,15,9,27,27,15,8,30,0,18,20,36,0,16,0,28,25,14,2,18,22,25,7,0,8,3,3,6,10,8,4,3,0,13,8,6,11,15,1,14,0,7,15,0,36,29,20,0,31,13,12,11,12,6,16,7,0,25,0,0,0,3,12,13,10,2,0,5,11,7,29,14,3,15,14,23,12,15,13,10,0,10,7,19,0,0,21,0,20,7,0,0,16,10,0,1,10,27,0,20,0,0,9,4,32,9,24,7,5,19,10,16,15,17,19,23,0,7,0,18,14,23,25,7,0
"cell143",0,0,0,0,0,0,0,0,0,0,0,3,5,2,6,1,2,0,0,3,5,4,4,8,21,8,8,0,5,0,0,0,0,0,0,8,3,4,7,3,11,1,3,0,18,0,11,0,1,21,18,14,5,4,4,14,12,0,10,9,12,14,6,8,21,8,11,3,13,0,14,14,2,15,15,8,8,8,12,13,5,0,6,9,10,3,11,9,0,17,16,4,12,6,9,10,19,0,10,2,0,5,13,0,10,11,9,1,0,10,5,12,0,1,9,5,0,12,2,8,0,5,14,9,9,10,8,9,7,6,16,13,10,5,15,13,12,4,12,5,0,8,12,0,3,16,6,18,0,15,24,7,10,7,0,0,0,0,17,13,8,0,0,0,5,8,4,0,0,0,1,0,10,14,0,3,0,0,1,15,0,18,1,6,0,0,0,0,8,5,9,7,3,8,0,6,3,0,4,0,0,0,0,11,1,0,11,22,0,0,1,0,3,0,0,3,0,0,0,15,21,3,4,0,0,0,0,0,0,13,6,0,0,2,3,12,5,15,2,10,9,9,1,1,13,3,0,0,0,7,0,0,0,2,16,0,6,0,11,0,0,0,0,0,0,0,0,0,7,2,0,1,9,0,8,0,0,0,2,0,0,0,1,7,16,11,0,0,18,11,11,0,0,14,0,2,0,0,9,0,11,18,9,12,0,0,2,16,0,0,0,2,0,13,11,4,16,0,11,4,15,12,0,0,0,1,12,0,0,0,8,0,5,0,0,0,0,0,0,0,13,0,3,21,9,8,0,0,1,0,8,1,0,0,3,10,11,12,0,0,10,4,2,19,0,5,0,0,4,0,0,19,0,9,20,16,0,13,0,11,15,27,24,4,2
"cell144",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,8,12,8,29,14,23,9,5,12,6,14,0,5,0,0,5,1,4,0,20,2,2,20,0,9,10,1,4,17,0,17,0,1,14,21,12,8,16,13,13,5,0,25,10,17,19,23,8,26,16,10,3,3,0,7,23,0,11,31,11,16,27,19,27,10,0,29,17,11,2,10,35,0,17,28,13,8,10,19,11,26,0,6,0,17,0,10,0,20,9,11,0,3,14,9,7,4,20,0,6,0,14,14,10,0,11,15,22,18,27,15,13,3,9,17,16,14,13,22,11,14,11,13,11,2,8,10,0,18,17,18,26,0,21,17,6,9,2,1,0,0,2,4,14,7,21,0,8,1,15,6,1,1,0,1,0,11,6,0,19,4,3,9,12,0,28,0,2,1,6,0,0,15,0,0,0,0,12,0,2,20,7,16,7,10,1,9,22,0,0,5,15,4,9,5,10,14,5,12,10,4,4,0,13,10,11,16,0,0,2,0,1,1,6,15,0,8,0,0,25,0,6,23,12,13,8,0,0,12,12,1,0,4,11,11,6,2,10,18,2,14,0,0,0,1,2,2,8,5,3,2,14,0,4,4,18,13,8,22,1,4,3,8,0,11,14,4,0,17,16,0,0,17,17,8,0,0,24,13,10,4,0,15,3,8,8,14,6,5,1,15,14,14,1,0,3,0,16,13,4,19,0,20,11,7,13,4,7,0,3,24,0,3,0,12,3,3,0,4,1,2,0,6,5,7,3,0,12,8,0,1,0,7,0,18,1,0,2,0,20,21,21,0,13,0,0,3,15,0,15,7,8,12,3,6,18,11,19,11,10,0,18,0,8,25,17,21,5,0
"cell145",0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,4,5,1,0,4,10,13,7,5,17,5,21,0,11,0,0,2,0,1,0,13,0,3,7,0,24,2,1,0,13,0,10,0,2,15,24,12,8,2,3,11,10,0,21,6,5,13,9,17,18,7,15,1,6,0,8,9,0,10,11,8,13,18,13,18,8,0,16,15,8,2,15,18,1,21,17,9,4,18,8,13,18,0,12,0,3,2,18,0,3,17,15,0,0,15,16,10,5,16,0,10,0,14,15,2,0,6,15,12,21,7,10,9,1,14,9,7,6,8,24,16,16,2,22,4,2,9,18,1,9,21,13,14,0,13,17,4,10,8,0,0,0,0,5,14,10,11,0,5,9,12,5,2,1,0,0,0,10,14,0,7,0,1,4,12,0,19,0,3,0,6,0,0,11,2,1,0,0,6,0,4,7,4,5,5,0,0,0,14,1,0,9,19,0,0,2,1,3,0,0,11,1,0,0,23,19,5,4,0,0,1,0,0,3,12,15,0,2,0,0,11,6,10,7,10,10,10,0,0,13,10,0,0,0,8,1,0,0,3,7,0,3,0,6,0,0,0,0,0,6,0,0,5,6,0,0,5,14,0,22,0,0,2,10,0,7,0,2,0,10,3,0,0,19,10,10,0,0,21,0,5,0,0,8,0,11,12,17,15,0,0,4,13,6,0,0,2,0,9,14,7,21,0,11,11,17,6,0,0,0,1,16,0,0,0,9,1,16,0,0,0,1,0,0,0,12,0,0,9,11,0,0,0,2,0,2,3,0,0,0,14,15,25,2,1,5,2,4,18,0,8,4,1,8,3,0,20,1,10,14,13,0,15,0,12,7,15,25,4,2
"cell146",58,28,35,19,18,38,11,33,21,18,24,0,0,0,0,22,41,39,23,49,0,0,0,0,0,18,27,22,0,0,0,41,15,9,0,18,0,1,28,0,11,34,2,21,38,0,20,0,0,26,28,28,14,18,14,25,10,0,54,19,32,46,43,14,26,25,20,3,13,0,8,28,0,25,52,20,30,22,29,53,22,0,40,25,21,11,25,37,0,28,30,22,23,27,49,21,60,0,22,0,47,0,42,0,35,33,15,0,0,27,25,41,26,31,2,0,0,34,23,29,0,17,44,29,26,30,19,47,1,23,27,29,23,27,43,31,9,15,19,22,0,26,21,0,18,34,26,53,0,37,32,0,0,0,10,16,50,17,0,0,0,32,3,15,0,14,0,20,25,24,31,16,0,2,16,35,26,28,23,1,23,0,0,0,36,30,21,0,43,0,0,0,0,15,0,5,1,38,30,28,35,17,18,1,0,44,3,0,21,33,22,30,30,44,35,21,43,14,16,2,0,15,39,13,20,21,6,23,18,0,44,20,12,3,2,32,3,15,11,26,26,24,0,0,40,20,43,22,29,0,31,49,14,5,0,14,16,22,0,54,47,42,31,42,55,23,23,47,0,10,43,44,2,41,0,45,32,34,0,22,28,35,16,0,0,0,65,31,0,0,0,14,19,0,45,40,15,37,3,17,0,1,46,1,26,35,44,0,41,41,24,31,5,0,0,19,0,37,0,0,0,0,10,19,9,9,0,20,32,19,30,20,0,45,18,34,22,11,26,35,0,24,18,0,0,0,0,0,13,0,14,0,17,10,0,0,38,23,2,29,0,0,9,0,45,25,26,22,7,55,41,52,34,39,40,24,0,25,0,22,40,50,33,17,3
"cell147",42,28,41,12,10,35,13,48,22,32,26,0,0,0,0,25,44,46,18,39,13,1,0,0,0,22,41,26,0,0,0,43,9,9,0,21,0,4,29,0,14,40,0,17,40,0,20,0,0,39,36,32,17,15,26,38,18,0,60,29,38,37,31,34,48,34,31,1,19,0,27,39,0,19,49,33,23,40,25,58,29,0,43,28,21,7,45,27,0,37,59,18,21,27,55,24,60,0,22,0,44,0,23,0,33,36,17,0,0,36,29,23,24,48,1,3,0,36,23,24,0,25,36,25,34,59,13,38,0,26,24,26,25,15,40,45,18,16,23,28,0,22,28,0,28,34,24,52,0,37,15,0,0,0,18,18,50,16,0,0,0,14,3,21,0,10,0,20,28,32,32,26,0,0,29,37,22,25,52,0,40,2,0,0,38,35,15,0,42,0,0,0,0,30,0,12,0,54,30,34,43,32,28,0,0,34,0,4,21,20,25,30,54,42,35,27,52,15,16,3,0,13,47,13,19,37,9,12,20,0,52,28,19,1,1,37,3,16,16,24,31,27,0,0,36,23,40,26,56,0,52,46,7,2,0,20,32,26,0,53,34,52,29,52,46,37,28,48,0,9,33,72,3,31,0,63,40,32,0,22,31,47,22,0,0,0,68,45,0,0,0,17,17,0,59,35,28,30,0,21,0,2,42,1,33,35,61,0,58,39,38,27,12,0,0,17,0,39,0,0,0,0,27,22,14,28,0,19,41,10,35,34,0,29,35,34,35,23,34,32,0,23,27,0,0,0,0,0,17,0,11,2,16,17,0,0,35,23,1,33,0,0,10,1,33,22,36,12,8,55,30,52,41,45,40,31,0,31,0,25,36,62,32,18,0
"cell148",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,25,21,8,18,7,9,15,7,27,9,15,0,22,0,0,5,0,3,2,11,0,1,10,0,24,13,0,3,15,0,29,0,0,17,18,14,7,5,4,8,13,2,23,6,8,14,17,10,24,6,11,3,5,0,3,14,0,14,24,8,16,19,15,24,6,0,14,8,11,8,24,16,0,17,25,7,9,9,36,11,13,0,6,0,17,0,19,0,6,8,18,0,1,18,9,22,7,18,0,3,0,20,17,10,0,16,13,15,9,24,12,15,0,13,9,8,16,20,21,26,11,9,17,10,0,10,22,0,3,18,10,21,0,13,18,0,0,2,8,0,1,4,11,13,3,18,0,11,9,4,3,6,0,3,6,2,15,8,0,8,2,3,10,13,0,8,0,0,1,14,0,0,24,0,0,0,0,10,0,2,19,13,9,7,7,0,2,16,0,1,15,21,4,10,3,7,11,5,2,15,4,3,0,17,6,11,21,0,0,9,0,2,1,18,15,2,9,0,0,23,4,14,8,16,10,9,1,0,13,6,3,0,1,9,7,4,2,10,4,0,10,3,2,5,4,0,8,3,4,0,0,16,0,4,0,20,14,8,11,0,2,11,11,0,20,5,5,0,7,12,0,0,15,13,8,0,0,9,11,10,4,0,6,0,15,28,19,18,0,8,11,12,11,0,0,5,1,25,21,9,20,0,18,5,11,10,6,2,0,5,8,0,1,1,15,2,5,3,0,2,5,0,3,3,13,0,0,10,12,0,0,0,7,0,13,2,0,8,0,9,10,11,0,12,0,0,7,7,0,6,17,4,10,0,3,22,8,11,18,24,0,14,0,10,19,14,21,12,1
"cell149",10,15,17,9,5,19,11,11,4,20,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,22,3,0,0,10,19,2,7,15,5,13,7,7,1,3,16,15,5,0,3,0,5,8,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,20,0,15,8,0,0,0,0,0,0,0,0,7,0,0,17,0,4,0,8,17,0,0,0,0,0,0,0,10,0,11,1,11,0,7,0,0,0,9,6,0,0,0,0,0,11,0,17,0,0,0,10,0,10,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,7,1,22,0,0,0,0,4,9,7,1,1,0,10,10,14,6,0,0,0,4,0,7,0,4,0,15,2,8,13,6,1,0,6,10,16,10,9,0,11,1,0,0,6,9,7,1,3,7,12,6,16,6,7,2,4,16,9,4,11,5,18,3,0,6,4,0,15,8,5,12,12,15,15,3,15,6,8,1,1,6,9,4,3,9,13,7,15,0,8,8,9,12,10,0,18,0,0,14,0,0,13,13,0,0,9,5,6,0,12,20,10,1,1,10,4,11,0,11,20,17,8,8,15,5,11,17,0,4,13,21,0,6,2,20,9,5,0,5,20,7,3,1,0,0,7,13,0,0,0,9,10,0,6,2,6,13,1,1,2,1,11,6,9,15,14,0,11,8,13,8,14,0,0,3,0,15,0,0,0,0,6,9,2,2,0,9,12,6,14,13,1,10,10,15,9,5,13,6,0,4,17,0,0,0,13,0,1,11,0,6,11,2,14,0,0,17,8,10,0,0,5,2,7,10,13,6,0,17,9,0,10,0,0,15,0,12,0,11,15,16,8,4,1
"cell150",0,2,1,3,0,0,0,0,1,3,0,0,0,0,0,21,18,25,10,19,19,7,3,7,8,7,30,8,0,0,0,12,9,4,0,17,1,10,11,0,3,28,10,13,25,0,17,0,1,12,14,6,11,2,10,17,8,0,12,9,18,18,8,15,21,15,9,2,8,1,9,32,6,16,13,14,23,13,25,25,14,2,24,10,17,14,23,11,0,33,27,15,10,19,19,15,24,2,16,9,22,2,16,0,5,13,9,0,8,14,9,24,2,19,3,0,0,11,14,12,0,5,28,25,13,10,25,23,2,17,18,8,8,15,14,25,14,9,14,12,3,10,27,2,9,11,11,22,0,25,11,0,0,0,13,5,18,7,2,16,17,18,0,17,0,1,0,16,7,13,11,10,0,0,13,13,15,19,18,8,12,6,0,0,19,32,4,0,28,0,0,0,0,11,8,5,0,25,23,13,9,9,17,1,0,20,0,0,7,15,9,22,13,17,21,21,26,15,11,1,0,11,25,5,8,11,12,6,15,3,14,11,22,0,0,16,8,17,10,14,15,13,2,2,23,6,20,19,15,0,34,23,23,1,0,12,24,22,0,25,33,25,14,20,14,9,17,19,0,19,11,33,0,27,2,36,18,8,2,12,19,28,12,0,15,17,0,0,14,17,19,0,2,18,16,13,11,21,0,6,6,15,11,3,17,32,13,0,21,18,13,23,14,15,17,11,1,21,4,2,1,6,10,20,4,5,0,12,13,7,19,6,1,19,14,13,14,11,5,12,0,8,2,17,2,0,20,0,3,9,0,0,3,5,0,0,16,18,0,8,0,0,12,5,8,17,24,11,4,6,30,16,20,7,13,17,0,8,0,21,15,23,23,15,6
"cell151",0,0,0,0,0,0,0,0,0,0,0,1,9,2,5,8,8,6,0,5,12,18,3,9,12,5,13,0,5,0,0,2,0,0,0,17,0,2,6,3,19,4,1,0,19,0,11,0,0,16,10,12,11,2,4,17,10,0,17,12,13,11,20,9,20,8,5,5,7,0,12,17,0,6,16,17,23,18,17,28,12,0,20,10,9,7,9,19,0,12,17,5,11,10,25,13,26,0,8,0,9,0,19,0,3,17,9,0,0,14,11,12,8,14,0,8,0,6,12,11,0,7,23,22,14,10,11,12,2,24,22,10,16,9,25,12,13,9,11,9,0,7,13,0,17,10,12,13,0,24,16,8,2,2,0,0,0,1,13,15,11,15,0,1,2,9,7,1,4,0,0,0,11,13,0,9,0,2,3,7,0,13,0,0,0,4,0,0,24,0,3,0,0,12,0,10,16,2,4,3,2,0,0,13,0,0,14,21,4,2,2,1,10,0,1,9,2,0,0,20,13,5,7,0,0,1,0,0,0,16,9,0,5,1,0,10,1,12,5,9,14,13,0,2,15,17,0,0,0,12,2,0,0,5,9,0,6,0,9,0,0,0,1,1,0,0,0,7,7,2,0,20,18,0,16,2,1,3,10,0,3,2,0,0,12,10,0,1,12,11,19,2,0,11,1,5,0,0,10,0,5,24,18,14,0,0,2,11,4,0,0,2,0,9,10,11,19,0,16,13,12,10,0,0,0,1,24,0,0,0,11,0,9,0,0,0,3,0,1,0,8,0,0,10,12,0,0,0,7,0,10,3,0,0,0,14,24,20,0,0,0,3,4,7,0,9,9,3,7,3,0,14,10,12,16,16,0,12,0,19,12,19,17,7,0
"cell152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,41,28,13,18,16,21,10,6,28,6,19,1,3,0,0,12,3,7,0,7,1,6,15,0,5,15,1,16,31,0,26,0,0,9,28,13,8,15,8,7,12,0,22,27,12,17,12,8,22,17,8,2,7,0,12,26,0,9,26,12,13,30,20,21,21,0,19,15,9,5,23,16,0,20,26,13,14,6,24,16,31,2,13,0,20,0,23,0,8,16,13,0,1,21,4,9,5,21,0,2,0,14,9,5,0,11,31,32,24,13,10,24,0,35,19,15,12,17,21,17,18,11,10,12,0,9,28,0,11,18,9,27,0,22,15,0,0,4,10,1,2,1,6,21,10,18,0,5,5,7,1,11,6,5,6,3,10,10,0,16,1,2,7,12,0,17,0,2,0,7,0,0,21,0,0,0,0,11,1,8,10,16,12,16,6,6,6,19,0,4,7,16,6,11,4,5,18,8,4,15,7,4,0,16,8,14,16,1,3,1,2,0,0,11,17,0,13,1,0,19,0,10,13,17,18,22,0,0,23,20,15,1,4,3,15,8,1,10,1,5,14,1,1,14,3,2,13,9,22,9,7,12,0,14,6,20,8,18,7,6,17,7,3,0,18,16,18,0,21,12,0,0,12,8,10,0,0,11,17,4,8,1,5,1,7,23,14,9,14,3,16,9,14,6,6,14,1,19,6,8,10,1,32,16,14,17,5,18,0,0,9,1,1,4,33,11,10,0,8,3,7,0,6,4,7,2,0,11,24,0,4,4,8,1,4,1,0,6,0,13,18,9,0,31,0,0,12,21,2,11,13,16,5,1,2,26,14,18,24,14,0,12,0,18,23,25,31,2,1
"cell153",31,33,32,38,24,23,20,25,27,50,18,0,0,0,0,34,68,30,16,44,23,36,4,3,0,25,54,27,1,0,0,60,23,17,0,28,0,7,7,0,4,34,5,36,28,0,38,0,2,27,33,53,12,13,2,16,43,0,41,19,32,43,29,24,35,31,14,9,10,0,25,37,0,25,31,40,44,40,23,49,21,0,42,35,41,25,43,38,0,44,71,22,30,31,70,27,68,0,31,2,36,0,45,0,29,26,20,0,0,29,17,28,14,35,2,0,0,50,26,23,0,25,55,43,41,35,11,36,1,33,29,31,11,28,37,36,11,10,19,25,4,21,42,0,20,39,58,37,0,33,35,0,0,0,14,10,40,30,0,3,0,51,0,31,0,2,1,27,26,23,30,22,0,0,41,32,17,30,33,0,24,0,0,0,26,41,15,0,54,0,0,0,0,15,0,5,0,38,33,31,30,21,46,0,0,16,0,0,19,25,55,35,29,48,36,20,54,13,25,0,0,39,38,37,17,37,10,11,41,0,55,41,32,0,1,29,2,35,11,25,42,28,0,0,32,35,41,38,23,0,49,50,16,0,0,30,24,42,0,38,37,37,19,23,38,28,27,38,0,22,23,65,0,45,0,52,28,14,0,20,29,34,20,0,7,10,37,59,20,13,0,10,13,16,38,36,17,29,2,24,0,6,33,0,48,35,26,0,44,34,18,35,18,0,0,20,0,29,0,0,0,0,21,18,22,18,0,15,41,23,47,37,0,30,13,39,22,12,30,33,0,24,43,4,0,0,0,2,23,0,26,4,19,25,0,0,39,28,0,15,0,0,10,4,31,26,32,21,11,56,43,55,27,37,27,40,0,32,0,34,34,63,59,23,5
